phylum,class,order,family,genus,primary_lifestyle,secondary_lifestyle,growth_form_template
Basidiomycota,Agaricomycetes,Agaricales,Cystostereaceae,Rigidotubus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Sinohygrocybe,litter_saprotroph,soil_saprotroph,filamentous_mycelium
Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Paragymnopus,wood_saprotroph,litter_saprotroph,filamentous_mycelium
Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Pusillomyces,wood_saprotroph,litter_saprotroph,filamentous_mycelium
Basidiomycota,Agaricomycetes,Agaricales,Porotheleaceae,Chrysomycena,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Agaricales,Porotheleaceae,Leucoinocybe,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Agaricales,Porotheleaceae,Pulverulina,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Agaricales,Tubariaceae,Pleuromyces,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Agaricales ,Callistosporiaceae,Xerophorus,litter_saprotroph,soil_saprotroph,filamentous_mycelium
Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales family incertae sedis,Gelacantha,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales family incertae sedis,Grammatus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales family incertae sedis,Hyalodon,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales family incertae sedis,Hydrophana,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales family incertae sedis,Mycostilla,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales family incertae sedis,Myxariellum,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales family incertae sedis,Ofella,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales family incertae sedis,Protoacia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales family incertae sedis,Stypellopsis,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Indoporus,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Ionosporus,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Longistriata,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Spongispora,ectomycorrhizal,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Cantharellales,Botryobasidiaceae,Neoacladium,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Bergerella,lichen_parasite,fungal_decomposer,filamentous_mycelium
Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Laeticorticium,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hydnoporia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Grandinia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Ranadivia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Incrustoporiaceae,Gloeoporellus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Resiniporus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Laetiporaceae,Kusaghiporia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Hermanssonia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Hydnophanerochaete,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Pappia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Stereophlebia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Crepatura,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Efibulella,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Odontoefibula,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Cinereomycetella,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Dextrinoporus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Endopandanicola,foliar_endophyte,foliar_endophyte,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Murinicarpus,,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Pilatotrama,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Szczepkamyces,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Amaropostia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Calcipostia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Cyanosporus,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Cystidiopostia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Polyporales family incertae sedis,Fuscopostia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Elaphroporia,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Trianguloporus,,,
Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Trullella,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Parapterulicium,litter_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Confertextum,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Gloeosoma,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Matula,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Agaricostilbum,litter_saprotroph,,dimorphic_yeast
Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Boekhoutia,epiphyte,,
Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Jianyuniaceae,Pseudosterigmatospora,epiphyte,,
Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Jianyuniaceae,Sterigmatospora,epiphyte,,
Basidiomycota,Atractiellomycetes,Atractiellales,Phleogenaceae,Saccosoma,wood_saprotroph,,filamentous_mycelium
Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Halobasidium,unspecified,,yeast
Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiales family incertae sedis,Begerowomyces,epiphyte,,yeast
Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiales family incertae sedis,Robertozyma,soil_saprotroph,,yeast
Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes order incertae sedis,Cystobasidiomycetes family incertae sedis,Lichenozyma,lichen_parasite,fungal_decomposer,yeast
Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes order incertae sedis,Cystobasidiomycetes family incertae sedis,Queiroziella,epiphyte,,yeast
Basidiomycota,Cystobasidiomycetes,Spiculogloeales,Spiculogloeales family incertae sedis,Meniscomyces,epiphyte,soil_saprotroph,yeast
Basidiomycota,Microbotryomycetes,Heitmaniales,Heitmaniaceae,Heitmania,epiphyte,,yeast
Basidiomycota,Microbotryomycetes,Heterogastridiales,Heterogastridiaceae,Krieglsteinera,mycoparasite,fungal_decomposer,filamentous_mycelium
Basidiomycota,Microbotryomycetes,Rosettozymales,Rosettozymaceae,Rosettozyma,epiphyte,,yeast
Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Cerradoa,plant_pathogen,,filamentous_mycelium
Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Vustinia,soil_saprotroph,,yeast
Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Teunia,soil_saprotroph,epiphyte,dimorphic_yeast
Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Pascua,soil_saprotroph,,yeast
Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Prillingera,unspecified_saprotroph,epiphyte,yeast
Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Mycosarcoma,plant_pathogen,epiphyte,dimorphic_yeast
Chytridiomycota,Chytridiomycetes,Chytridiomycota order incertae sedis,Quaeritorhizaceae,Quaeritorhiza,algal_parasite,,
Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Sieverdingia,arbuscular_mycorrhizal,root-associated,filamentous_mycelium
Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliglomus,arbuscular_mycorrhizal,root-associated,filamentous_mycelium
Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,arbuscular_mycorrhizal,root-associated,filamentous_mycelium
Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microkamienskia,arbuscular_mycorrhizal,root-associated,filamentous_mycelium
Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Nanoglomus,arbuscular_mycorrhizal,root-associated,filamentous_mycelium
Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Orientoglomus,arbuscular_mycorrhizal,root-associated,filamentous_mycelium
Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Agriosomyces,animal_endosymbiont,litter_saprotroph,zoosporic-rhizomycelial_(chytrid-like)
Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Aklioshbomyces,animal_endosymbiont,litter_saprotroph,zoosporic-rhizomycelial_(chytrid-like)
Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Capellomyces,animal_endosymbiont,litter_saprotroph,zoosporic-rhizomycelial_(chytrid-like)
Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Feramyces,animal_endosymbiont,litter_saprotroph,zoosporic-rhizomycelial_(chytrid-like)
Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Ghazallomyces,animal_endosymbiont,litter_saprotroph,zoosporic-rhizomycelial_(chytrid-like)
Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Joblinomyces,animal_endosymbiont,litter_saprotroph,zoosporic-rhizomycelial_(chytrid-like)
Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Khoyollomyces,animal_endosymbiont,litter_saprotroph,zoosporic-rhizomycelial_(chytrid-like)
Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Liebetanzomyces,animal_endosymbiont,litter_saprotroph,zoosporic-rhizomycelial_(chytrid-like)
Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Pecoramyces,animal_endosymbiont,litter_saprotroph,zoosporic-rhizomycelial_(chytrid-like)
Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Tahromyces,animal_endosymbiont,litter_saprotroph,zoosporic-rhizomycelial_(chytrid-like)
Rozellomycota,Microsporidea,Glugeida,Spragueidae,Pseudokabatana,animal_parasite,,unicellular-aflagellate_(non-yeast)
Rozellomycota,Microsporidea,Nosematida,Nosematida family incertae sedis,Alternosema,animal_parasite,,unicellular-aflagellate_(non-yeast)
Rozellomycota,Microsporidea,Nosematida,Nosematida family incertae sedis,Percutemincola,animal_parasite,,unicellular-aflagellate_(non-yeast)
