otu_num,phylum,class,order,family,genus,species,primary_lifestyle
otu_268,Ascomycota,NA,NA,NA,NA,NA,NA
otu_269,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA,mycoparasite
otu_270,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_271,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_272,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,NA,litter_saprotroph
otu_273,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA,NA
otu_274,NA,NA,NA,NA,NA,NA,NA
otu_275,NA,NA,NA,NA,NA,NA,NA
otu_276,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_277,NA,NA,NA,NA,NA,NA,NA
otu_278,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Kernia,NA,dung_saprotroph
otu_279,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Monosporascus,NA,plant_pathogen
otu_280,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,NA,soil_saprotroph
otu_281,NA,NA,NA,NA,NA,NA,NA
otu_282,Ascomycota,NA,NA,NA,NA,NA,NA
otu_283,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Saitozyma_podzolica,soil_saprotroph
otu_284,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,NA,soil_saprotroph
otu_285,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_homothallica,plant_pathogen
otu_286,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,NA,litter_saprotroph
otu_287,Ascomycota,Sordariomycetes,Phomatosporales,Phomatosporaceae,Phomatospora,Phomatospora_striatigera,wood_saprotroph
otu_288,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA,NA
otu_289,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella_cucumerina,plant_pathogen
otu_290,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,NA,NA,NA
otu_291,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Glarea,NA,soil_saprotroph
otu_292,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_293,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,ectomycorrhizal
otu_294,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_pseudoamericana,plant_pathogen
otu_295,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,NA,NA,NA
otu_296,NA,NA,NA,NA,NA,NA,NA
otu_297,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA
otu_298,Ascomycota,NA,NA,NA,NA,NA,NA
otu_299,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_300,Basidiomycota,Agaricomycetes,Auriculariales,NA,NA,NA,NA
otu_301,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_302,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Monocillium,Monocillium_mucidum,litter_saprotroph
otu_303,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_304,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia_fusispora,plant_pathogen
otu_305,Ascomycota,NA,NA,NA,NA,NA,NA
otu_306,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_307,Ascomycota,NA,NA,NA,NA,NA,NA
otu_308,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,unidentified,NA
otu_309,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,unidentified,unidentified,NA
otu_310,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_311,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola,NA,NA
otu_312,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_313,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_carneum,animal_parasite
otu_314,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,unidentified,NA
otu_315,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,plant_pathogen
otu_316,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_persicinum,NA
otu_317,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Dothistroma,unidentified,plant_pathogen
otu_318,Ascomycota,Dothideomycetes,Tubeufiales,unidentified,unidentified,unidentified,NA
otu_319,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago_nunavutica,plant_pathogen
otu_320,Ascomycota,Dothideomycetes,Pleosporales,Morosphaeriaceae,NA,NA,NA
otu_321,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Laetinaevia,unidentified,NA
otu_322,Ascomycota,Dothideomycetes,Pleosporales,Trematosphaeriaceae,Trematosphaeria,unidentified,wood_saprotroph
otu_323,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,unidentified,NA
otu_324,Ascomycota,Sordariomycetes,Myrmecridiales,unidentified,unidentified,unidentified,NA
otu_325,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,plant_pathogen
otu_326,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Dictyosporium,Dictyosporium_heptasporum,litter_saprotroph
otu_327,NA,NA,NA,NA,NA,NA,NA
otu_328,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_329,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,unidentified,wood_saprotroph
otu_330,NA,NA,NA,NA,NA,NA,NA
otu_331,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Minimelanolocus,NA,wood_saprotroph
otu_332,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,NA,plant_pathogen
otu_333,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Scytalidium,unidentified,wood_saprotroph
otu_334,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_335,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_leptospora,NA
otu_336,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Hemileucoglossum,NA,soil_saprotroph
otu_337,Ascomycota,NA,NA,NA,NA,NA,NA
otu_338,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,unidentified,animal_parasite
otu_339,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA,soil_saprotroph
otu_340,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_341,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA,wood_saprotroph
otu_342,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,NA,NA
otu_343,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_344,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,NA,soil_saprotroph
otu_345,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_346,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Cephaliophora,unidentified,soil_saprotroph
otu_347,Ascomycota,NA,NA,NA,NA,NA,NA
otu_348,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,unidentified,NA
otu_349,Ascomycota,NA,NA,NA,NA,NA,NA
otu_350,Glomeromycota,NA,NA,NA,NA,NA,NA
otu_351,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_352,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_353,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Hymenula,Hymenula_cerealis,NA
otu_354,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Conlarium,unidentified,NA
otu_355,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,ectomycorrhizal
otu_356,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia,NA,unspecified_saprotroph
otu_357,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_358,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora_suttonii,litter_saprotroph
otu_359,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA,NA
otu_360,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cladorrhinum,Cladorrhinum_flexuosum,NA
otu_361,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Mollisia,Mollisia_lothariana,NA
otu_362,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA
otu_363,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,unidentified,soil_saprotroph
otu_364,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cladorrhinum,NA,NA
otu_365,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Bisporella,NA,wood_saprotroph
otu_366,Ascomycota,Archaeorhizomycetes,NA,NA,NA,NA,NA
otu_367,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,unidentified,unidentified,NA
otu_368,NA,NA,NA,NA,NA,NA,NA
otu_369,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Gliomastix,Gliomastix_roseogrisea,unspecified_saprotroph
otu_370,Ascomycota,Dothideomycetes,Pleosporales,Amniculicolaceae,Murispora,Murispora_galii,wood_saprotroph
otu_371,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_372,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,unidentified,soil_saprotroph
otu_373,Ascomycota,Orbiliomycetes,Orbiliales,unidentified,unidentified,unidentified,NA
otu_374,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,NA,root_endophyte
otu_375,NA,NA,NA,NA,NA,NA,NA
otu_376,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,dung_saprotroph
otu_377,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,NA,NA,NA
otu_378,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,dung_saprotroph
otu_379,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Pleurophragmium,unidentified,NA
otu_380,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium_curvuloides,dung_saprotroph
otu_381,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA,NA
otu_382,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA,NA
otu_383,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Gibellulopsis,Gibellulopsis_nigrescens,plant_pathogen
otu_384,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_385,Basidiomycota,Agaricomycetes,Auriculariales,NA,NA,NA,NA
otu_386,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA,NA
otu_387,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA,mycoparasite
otu_388,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_389,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,NA,NA,NA
otu_390,NA,NA,NA,NA,NA,NA,NA
otu_391,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Dendryphion,NA,plant_pathogen
otu_392,Ascomycota,NA,NA,NA,NA,NA,NA
otu_393,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,unidentified,litter_saprotroph
otu_394,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,unidentified,unidentified,NA
otu_395,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_discoidea,unspecified_saprotroph
otu_396,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,unidentified,unidentified,NA
otu_397,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,unidentified,wood_saprotroph
otu_398,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_399,NA,NA,NA,NA,NA,NA,NA
otu_400,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium_fimbriatum,dung_saprotroph
otu_401,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_furcatum,NA
otu_402,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_udicola,soil_saprotroph
otu_403,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA
otu_404,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_405,NA,NA,NA,NA,NA,NA,NA
otu_406,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,unidentified,animal_parasite
otu_407,Basidiomycota,Agaricomycetes,Cantharellales,unidentified,unidentified,unidentified,NA
otu_408,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria_sclerotioides,plant_pathogen
otu_409,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,NA,NA
otu_410,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA
otu_411,NA,NA,NA,NA,NA,NA,NA
otu_412,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,unidentified,Serendipitaceae_sp,NA
otu_413,Ascomycota,Sordariomycetes,Trichosphaeriales,Trichosphaeriaceae,Nigrospora,NA,NA
otu_414,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,NA,litter_saprotroph
otu_415,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Scytalidium,Scytalidium_circinatum,wood_saprotroph
otu_416,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella,unidentified,plant_pathogen
otu_417,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_marquandii,animal_parasite
otu_418,NA,NA,NA,NA,NA,NA,NA
otu_419,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_canina,unspecified_saprotroph
otu_420,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_421,NA,NA,NA,NA,NA,NA,NA
otu_422,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_423,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium_primulinum,animal_parasite
otu_424,NA,NA,NA,NA,NA,NA,NA
otu_425,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Didymosphaeria,unidentified,plant_pathogen
otu_426,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,NA,NA,NA
otu_427,Ascomycota,NA,NA,NA,NA,NA,NA
otu_428,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striaticonidium,Striaticonidium_brachysporum,soil_saprotroph
otu_429,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA
otu_430,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,NA,animal_parasite
otu_431,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Arthrinium,NA,NA
otu_432,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,plant_pathogen
otu_433,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA,NA
otu_434,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,NA,NA
otu_435,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,NA
otu_436,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA,NA
otu_437,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella_subsingeri,wood_saprotroph
otu_438,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Minimelanolocus,Minimelanolocus_melanicus,wood_saprotroph
otu_439,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_440,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA,NA
otu_441,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,unidentified,soil_saprotroph
otu_442,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,NA,unspecified_saprotroph
otu_443,NA,NA,NA,NA,NA,NA,NA
otu_444,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_445,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,NA,litter_saprotroph
otu_446,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,unidentified,unidentified,NA
otu_447,NA,NA,NA,NA,NA,NA,NA
otu_448,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,unidentified,litter_saprotroph
otu_449,NA,NA,NA,NA,NA,NA,NA
otu_450,NA,NA,NA,NA,NA,NA,NA
otu_451,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,NA,NA
otu_452,Ascomycota,NA,NA,NA,NA,NA,NA
otu_453,Basidiomycota,Geminibasidiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium,unidentified,soil_saprotroph
otu_454,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Thelebolus,NA,dung_saprotroph
otu_455,NA,NA,NA,NA,NA,NA,NA
otu_456,NA,NA,NA,NA,NA,NA,NA
otu_457,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,unidentified,litter_saprotroph
otu_458,Ascomycota,Xylonomycetes,GS34,unidentified,unidentified,unidentified,NA
otu_459,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,NA,NA,NA
otu_460,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,NA,NA,NA
otu_461,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA,NA
otu_462,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_463,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,NA,NA,NA
otu_464,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_nothomixtilis,ectomycorrhizal
otu_465,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Fusidium,unidentified,NA
otu_466,NA,NA,NA,NA,NA,NA,NA
otu_467,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_468,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_469,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_terricola,dung_saprotroph
otu_470,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,unidentified,NA
otu_471,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,unidentified,unidentified,NA
otu_472,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces_dolichospermus,pollen_saprotroph
otu_473,NA,NA,NA,NA,NA,NA,NA
otu_474,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida_sake,NA
otu_475,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_476,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_477,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,unidentified,unidentified,NA
otu_478,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_479,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,NA,soil_saprotroph
otu_480,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA
otu_481,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,NA,dung_saprotroph
otu_482,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA,NA
otu_483,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA
otu_484,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora,Phialophora_foetens,litter_saprotroph
otu_485,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces_occidentalis,nectar/tap_saprotroph
otu_486,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_487,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,unidentified,wood_saprotroph
otu_488,NA,NA,NA,NA,NA,NA,NA
otu_489,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,unidentified,NA
otu_490,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA
otu_491,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,NA
otu_492,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,unidentified,unidentified,NA
otu_493,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,NA
otu_494,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_495,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA
otu_496,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_497,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_argentea,soil_saprotroph
otu_498,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA
otu_499,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA,NA
otu_500,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Emericellopsis,NA,NA
otu_501,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA,NA
otu_502,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
otu_503,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,NA,litter_saprotroph
otu_504,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Stagonospora,NA,plant_pathogen
otu_505,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_506,Ascomycota,NA,NA,NA,NA,NA,NA
otu_507,Ascomycota,NA,NA,NA,NA,NA,NA
otu_508,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella,Keissleriella_cladophila,wood_saprotroph
otu_509,NA,NA,NA,NA,NA,NA,NA
otu_510,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA,soil_saprotroph
otu_511,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma_radicina,plant_pathogen
otu_512,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pteridiospora,unidentified,NA
otu_513,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_514,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,NA,unspecified_saprotroph
otu_515,NA,NA,NA,NA,NA,NA,NA
otu_516,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA
otu_517,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,NA,NA
otu_518,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,soil_saprotroph
otu_519,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Athelia,NA,lichen_parasite
otu_520,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_521,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Lectera,NA,plant_pathogen
otu_522,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_523,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA,NA
otu_524,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,NA,NA,NA
otu_525,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified,NA
otu_526,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_verticillata,unspecified_saprotroph
otu_527,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,unidentified,unidentified,NA
otu_528,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Limonomyces,NA,plant_pathogen
otu_529,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA
otu_530,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,unidentified,soil_saprotroph
otu_531,Ascomycota,Orbiliomycetes,unidentified,unidentified,unidentified,unidentified,NA
otu_532,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,NA,NA,NA
otu_533,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA
otu_534,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pseudaleuria,unidentified,soil_saprotroph
otu_535,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA
otu_536,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,NA,NA,NA
otu_537,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_apala,soil_saprotroph
otu_538,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA
otu_539,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,unidentified,soil_saprotroph
otu_540,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA
