sv_num,otu_ID,class,order,family,genus,taxon,accession
sv_410,31e80f22613d4af24065b96d0dbf758a,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_411,f62fe95f3db8474ae552a0f42850506a,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G7, VTX00199
sv_412,db369c48e4c57992fe74d4693749bc31,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_413,13685f835e483e52ecb46ad353150881,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Torrecillas12b Glo G13, VTX00409
sv_414,372a5649f437b41ebef30c22164766a4,Glomeromycetes, Diversisporales, Gigasporaceae, Scutellospora,NA,NA
sv_415,84aeb4c5269d029f41d5f7f5bf84c44d,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_416,7d21d145d41441aecd84b245bea00acf,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_417,f0bbab98740c1818a1ec6f86b8643500,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora, Diversispora MO-GC1, VTX00060
sv_418,5a73fd9bd7a32765f54affdc2d04f41e,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_419,8073e594fb4717e0cc9db165b9eeb023,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_420,c1e79cc6113a3dab030116bac852a53b,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus SS-G1, VTX00448
sv_421,c943514b59575c269c5fba7e13915808,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_422,f3041558637a926c2adc78ebd0afc477,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus acnaGlo2, VTX00155
sv_423,efdb0ad73f524e5cd31c172852c0eeed,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus INTA-4, VTX00445
sv_424,a4c725028d3221fec635d0f711b3fb1b,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Whitfield type 17, VTX00195
sv_425,aac09c0ebb92aa6fa39d390b35ef2617,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G22, VTX00125
sv_426,97c117b3e9a1ac726243cb969d5b973e,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00177
sv_427,a748d7b808db83c59f79e7f6ea86749f,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU16, VTX00156
sv_428,1ec5bd90df1c851688e2cf4c4f404a07,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Whitfield type 17, VTX00195
sv_429,2c8e9d188de90dce855b6fde02184411,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_430,ea083d19b0538fbadce6ffd0cb59e856,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus Douhan9, VTX00056
sv_431,703c1929720f7a2bae6e8489c6ab9276,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_432,00e2053abd30d5147d725acf3f28b410,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_433,54444850cd192e1c1e0788edae66ef8d,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_434,04ea5d6faf5d2ef7e27484d8b69b492e,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_435,22fd52aad87c850f4cced74a83cf0e2a,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G15, VTX00135
sv_436,10d6e923a1ddbb9051a1a8aa32baf348,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_437,ee0ecfa2cdeaaa1171289dbf4fabbcaf,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_438,5e8bb692d65c33a9842bd89dc75e9628,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_439,4450ebb4fcf067460b7f0bf8e5d9e876,Archaeosporomycetes, Archaeosporales, Archaeosporaceae, Archaeospora, Archaeospora Schechter08 Arch1, VTX00008
sv_440,b6cddd96f450a7bf3c4950c2f2a06b83,Paraglomeromycetes, Paraglomerales, Paraglomeraceae, Paraglomus,NA,NA
sv_441,50f6885a34a5f8f1c2eb507ab77746b8,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_442,9b1747a15ebf0b3e6176d0e5f1442545,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_443,c827185367b3d18694672402e84ffc7d,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora,NA,NA
sv_444,20ac5fde469b203cce7267e90ad27839,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G23, VTX00222
sv_445,b9f071d59c334c103415465cc85ccf47,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_446,bd55a80e95b7a31da1a989e7f0fe7784,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus Glo59, VTX00276
sv_447,18b928a09a0982c6b766c993fb89a7a0,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Yamato2005 E, VTX00088
sv_448,e3bf7f5cf4842a5dc4bd9c9febc5eb6e,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Wirsel OTU16, VTX00156
sv_449,891209ae8cbbe5a8fc9b00658e0cf5e3,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_450,37e4b1a1a11d28ea0a6404d7ae48d1c1,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00159
sv_451,a1799523628566b04c00375d775044ce,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_452,9c742df77e7ced61786c5d5896b87a6f,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_453,dd05233abfa4d9dd91f715b678a7acd6,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus ORVIN GLO4, VTX00278
sv_454,b8737892158145b6551411e533e5fd49,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_455,ee1d45ab77c9e6a144ace2ea8fa7db4d,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_456,6b97be76e61fe122a6173dd118d4e2ae,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_457,1cd05ce98e4ccc038395f80f8a5420eb,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus ORVIN GLO3E, VTX00309
sv_458,8ef98f8746d7421d60fb97c8b2f7147d,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00315
sv_459,f98c73ae83db5612a9c914957c40478b,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00159
sv_460,ab8ba186d1dc0d992672291cc4e88d54,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus Whitfield type 17, VTX00195
sv_461,040e13e8698daa3f17be65d97fe3250c,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G15, VTX00135
sv_462,47906c7064a497e0f32f62c34c81ead2,Glomeromycetes, Diversisporales, Diversisporaceae, Diversispora, Diversispora MO-GC1, VTX00060
sv_463,8bceb5b646c415c687437de14ca4d004,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_464,701207afbcb80ed4ce00e3091456f3b4,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G4, VTX00166
sv_465,b56d74028987ab9f2c3fee9c56f135fd,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus, Claroideoglomus Glo58, VTX00225
sv_466,d36494c5bc2599d4fe9fad5ae0ed6002,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus MO-G15, VTX00135
sv_467,4eac309ace4078af9bc15fd1bf41d92f,Glomeromycetes, Glomerales, Claroideoglomeraceae, Claroideoglomus,NA,NA
sv_468,ee64301dda378c3992795ee57610d245,Glomeromycetes, Glomerales, Glomeraceae, Glomus,NA,NA
sv_469,9854791e099495f1ef9196c6370325be,Glomeromycetes, Glomerales, Glomeraceae, Glomus, Glomus sp., VTX00159
