otu_num,phylum,class,order,family,genus,species,taxon,taxon_level,trophic_mode,guild,confidence,primary_lifestyle
otu_1787,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1788,Basidiomycota,Agaricomycetes,Auriculariales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1789,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1790,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1792,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1793,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1795,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1797,Basidiomycota,Agaricomycetes,Cantharellales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1798,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1800,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,unidentified,Serendipitaceae_sp,NA,NA,NA,NA,NA,NA
otu_1801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1804,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1805,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striaticonidium,Striaticonidium_brachysporum,NA,NA,NA,NA,NA,soil_saprotroph
otu_1806,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1807,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1808,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1813,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,NA,NA,NA,NA,NA,NA,NA
otu_1814,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1817,Ascomycota,Xylonomycetes,GS34,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1818,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,NA,NA,NA,NA,NA,NA,NA,NA
otu_1819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1820,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1822,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida_sake,NA,NA,NA,NA,NA,NA
otu_1823,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1824,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1825,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1826,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1827,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces_occidentalis,NA,NA,NA,NA,NA,nectar/tap_saprotroph
otu_1828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1829,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1830,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1831,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1832,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1833,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1834,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1835,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA,NA,NA,NA,NA,NA,NA
otu_1836,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1837,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1838,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1839,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1841,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pteridiospora,unidentified,NA,NA,NA,NA,NA,NA
otu_1842,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1844,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1845,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1846,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1847,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1848,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1849,Ascomycota,Orbiliomycetes,unidentified,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1850,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1851,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1852,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1853,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1854,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1855,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1856,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1857,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1858,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1859,Anthophyta,Monocotyledonae,Commelinales,Pontederiaceae,Pontederia,unidentified,NA,NA,NA,NA,NA,NA
otu_1860,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1862,Ascomycota,Saccharomycetes,Saccharomycetales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1863,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1864,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1865,Ascomycota,Sordariomycetes,Magnaporthales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1866,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1867,Basidiomycota,Tremellomycetes,Cystofilobasidiales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1869,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1870,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1871,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,NA,NA,NA,NA,NA,NA,NA
otu_1872,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1873,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_victoriae,NA,NA,NA,NA,NA,soil_saprotroph
otu_1874,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,NA,NA,NA,NA,NA,NA,NA,NA
otu_1875,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1876,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys_limonispora,NA,NA,NA,NA,NA,wood_saprotroph
otu_1877,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1878,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1879,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1881,Basidiomycota,Agaricomycetes,Tremellodendropsidales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1882,Ascomycota,Eurotiomycetes,Onygenales,Onygenales_fam_Incertae_sedis,Chrysosporium,Chrysosporium_pseudomerdarium,NA,NA,NA,NA,NA,NA
otu_1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1884,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1885,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1886,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1887,Ascomycota,Sordariomycetes,Coniochaetales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1888,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1889,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1891,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1893,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1895,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1896,Basidiomycota,Agaricomycetes,Auriculariales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1897,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1898,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1899,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1901,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1902,Ascomycota,Sordariomycetes,Diaporthales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1904,Mucoromycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1905,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1906,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1908,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1909,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1910,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1911,Ascomycota,Sordariomycetes,Boliniales,Boliniales_fam_Incertae_sedis,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1912,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1913,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1914,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1915,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pteridiospora,unidentified,NA,NA,NA,NA,NA,NA
otu_1916,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1918,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1919,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1920,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1923,Ascomycota,Xylonomycetes,GS34,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1924,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1927,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1928,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1929,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1930,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1931,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1932,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Acidomelania,Acidomelania_panicicola,NA,NA,NA,NA,NA,NA
otu_1933,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1934,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1935,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,NA,NA,NA,NA,NA,NA,nectar/tap_saprotroph
otu_1936,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1937,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1938,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1941,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1942,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1943,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1945,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Albifimbria,Albifimbria_verrucaria,NA,NA,NA,NA,NA,soil_saprotroph
otu_1946,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1947,Basidiomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1948,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1951,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Remersonia,Remersonia_thermophila,NA,NA,NA,NA,NA,NA
otu_1952,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1953,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,NA,NA,NA,NA,NA,NA,NA,NA
otu_1954,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1957,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1959,Basidiomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1960,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1961,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1964,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1965,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1967,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1968,Basidiomycota,Tremellomycetes,Tremellales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1969,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiales_fam_Incertae_sedis,Halokirschsteiniothelia,unidentified,NA,NA,NA,NA,NA,NA
otu_1970,Ascomycota,Dothideomycetes,Pleosporales,Neomassarinaceae,Neomassarina,NA,NA,NA,NA,NA,NA,wood_saprotroph
otu_1971,Basidiomycota,Tremellomycetes,Trichosporonales,Tetragoniomycetaceae,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1972,Ascomycota,Sordariomycetes,Magnaporthales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1974,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1975,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA,NA,NA,NA,NA,NA,litter_saprotroph
otu_1976,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1977,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1978,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1979,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1980,Ascomycota,Archaeorhizomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1981,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1984,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Alfaria,NA,NA,NA,NA,NA,NA,litter_saprotroph
otu_1985,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1986,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1987,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1988,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1989,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1990,Basidiomycota,Agaricomycetes,Trechisporales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1993,Ascomycota,Sordariomycetes,Boliniales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1994,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1995,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1997,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_1998,Basidiomycota,Agaricomycetes,Tremellodendropsidales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2000,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2003,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2004,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2005,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2006,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Itersonilia,Itersonilia_perplexans,NA,NA,NA,NA,NA,plant_pathogen
otu_2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2008,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2010,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Acidomelania,Acidomelania_panicicola,NA,NA,NA,NA,NA,NA
otu_2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2012,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Robillarda,NA,NA,NA,NA,NA,NA,NA
otu_2013,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2014,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2015,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon_moniliiforme,NA,NA,NA,NA,NA,animal_parasite
otu_2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2017,Ascomycota,Sordariomycetes,Magnaporthales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2019,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2020,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2022,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2024,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2025,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Microdochium,Microdochium_seminicola,NA,NA,NA,NA,NA,plant_pathogen
otu_2026,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2027,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2028,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2029,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,NA,NA,NA,NA,NA,NA,NA
otu_2030,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2031,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2032,Basidiomycota,Agaricomycetes,Auriculariales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2034,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,NA,NA,NA,NA,NA,NA,NA,NA
otu_2035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2036,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2037,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA
otu_2038,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_2039,Basidiomycota,Agaricomycetes,Trechisporales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA
otu_2040,Ascomycota,Leotiomycetes,unidentified,unidentified,unidentified,Leotiomycetes_sp,NA,NA,NA,NA,NA,NA
otu_2041,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA,NA,NA,NA,NA,NA
