otu_num,phylum,class,order,family,genus,species,taxon,taxon_level,trophic_mode,guild,confidence,primary_lifestyle
otu_737,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,NA,Coniochaeta,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Possible,unspecified_saprotroph
otu_738,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Probable,soil_saprotroph
otu_739,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_acriolens,Inocybe,13,Symbiotroph,Ectomycorrhizal,Highly Probable,ectomycorrhizal
otu_740,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA,NA,Botryosphaeriaceae,9,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Plant Pathogen-Wood Saprotroph,Probable,NA
otu_741,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Cryptosporiopsis,unidentified,Cryptosporiopsis,13,Saprotroph,Undefined Saprotroph,Probable,unspecified_saprotroph
otu_742,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,NA,Kockovaella,13,Symbiotroph,Epiphyte,Probable,epiphyte
otu_743,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_beljakovae,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Probable,soil_saprotroph
otu_744,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA,Lasiosphaeriaceae,9,Saprotroph,Undefined Saprotroph,Probable,NA
otu_745,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leptodontidium,NA,Leptodontidium,13,Symbiotroph,Endophyte,Highly Probable,NA
otu_746,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus_claroideum,Claroideoglomus,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,arbuscular_mycorrhizal
otu_747,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Smardaea,unidentified,Smardaea,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_748,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,NA,Torula,13,Pathotroph-Saprotroph,Endophyte-Plant Pathogen-Wood Saprotroph,Probable,foliar_endophyte
otu_749,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Volutella,NA,Nectriaceae,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph,Possible,plant_pathogen
otu_750,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,unidentified,Tetracladium,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_751,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Probable,soil_saprotroph
otu_752,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Veronaea,Veronaea_compacta,Veronaea,13,Pathotroph,Plant Pathogen,Probable,plant_pathogen
otu_753,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Glarea,unidentified,Glarea,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_754,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA,Entoloma,13,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph,Possible,soil_saprotroph
otu_755,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Fimicolochytrium,Fimicolochytrium_jonesii,Fimicolochytrium,13,Pathotroph,Plant Pathogen,Probable,pollen_saprotroph
otu_756,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,Thelephoraceae,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,NA
otu_757,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,Ceratobasidiaceae,9,Pathotroph-Saprotroph-Symbiotroph,Endomycorrhizal-Plant Pathogen-Undefined Saprotroph,Possible,NA
otu_758,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,NA,Stemphylium,13,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,Highly Probable,plant_pathogen
otu_759,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Neobulgaria,NA,Neobulgaria,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_760,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_761,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_cinerea,Psathyrellaceae,9,Saprotroph,Dung Saprotroph-Plant Saprotroph-Wood Saprotroph,Probable,soil_saprotroph
otu_762,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA,Entoloma,13,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph,Possible,soil_saprotroph
otu_763,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Kochiomyces,NA,Kochiomyces,13,Pathotroph,Plant Pathogen,Probable,pollen_saprotroph
otu_764,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_verticillata,Coniochaeta,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Possible,unspecified_saprotroph
otu_765,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,NA,Tetracladium,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_766,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA,Didymellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph,Possible,NA
otu_767,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,unidentified,Coniochaeta,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Possible,unspecified_saprotroph
otu_768,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,NA,NA,Trichomeriaceae,9,Symbiotroph,Epiphyte,Probable,NA
otu_769,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_mesospora,Conocybe,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_770,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,NA,Cyphellophora,13,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Probable,litter_saprotroph
otu_771,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta,Neoascochyta_europaea,Didymellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph,Possible,plant_pathogen
otu_772,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Chaetosphaeria_fusiformis,Chaetosphaeriaceae,9,Saprotroph,Plant Saprotroph-Wood Saprotroph,Probable,litter_saprotroph
otu_773,Glomeromycota,NA,NA,NA,NA,NA,Glomeromycota,3,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_774,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,NA,Hygrocybe,13,Saprotroph-Symbiotroph,Undefined Saprotroph-Undefined Symbiotroph,Probable,soil_saprotroph
otu_775,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,NA,NA,Pleosporaceae,9,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Probable,NA
otu_776,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,NA,NA,Melanommataceae,9,Saprotroph,Wood Saprotroph,Probable,NA
otu_777,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,Funneliformis,13,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,arbuscular_mycorrhizal
otu_778,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium,Myrmecridium_phragmitis,Myrmecridium,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_779,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,unidentified,unidentified,Clavariaceae,9,Saprotroph-Symbiotroph,Lichenized-Undefined Saprotroph,Probable,NA
otu_780,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,NA,Coprinellus,13,Saprotroph,Undefined Saprotroph,Probable,soil_saprotroph
otu_781,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Probable,soil_saprotroph
otu_782,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_cavaraeanum,Acremonium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Possible,NA
otu_783,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Probable,NA
otu_784,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Stropharia_rugosoannulata,Strophariaceae,9,Pathotroph-Saprotroph,Dung Saprotroph-Plant Parasite-Soil Saprotroph-Undefined Saprotroph-Wood Saprotroph,Probable,litter_saprotroph
otu_785,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,NA,NA,Tulasnellaceae,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,NA
otu_786,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_argentea,Psathyrellaceae,9,Saprotroph,Dung Saprotroph-Plant Saprotroph-Wood Saprotroph,Probable,soil_saprotroph
otu_787,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,Hyphodontia_arguta,Hyphodontia,13,Saprotroph,Undefined Saprotroph,Probable,wood_saprotroph
otu_788,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella_riparia,Psathyrella,13,Saprotroph,Wood Saprotroph,Probable,wood_saprotroph
otu_789,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe_singeri,Hygrocybe,13,Saprotroph-Symbiotroph,Undefined Saprotroph-Undefined Symbiotroph,Probable,soil_saprotroph
otu_790,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Strumella,Strumella_coryneoidea,Strumella,13,Saprotroph,Undefined Saprotroph,Probable,plant_pathogen
otu_791,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,NA,Hygrocybe,13,Saprotroph-Symbiotroph,Undefined Saprotroph-Undefined Symbiotroph,Probable,soil_saprotroph
otu_792,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,NA,Spizellomyces,13,Pathotroph-Saprotroph,Plant Pathogen-Undefined Parasite-Undefined Saprotroph,Probable,pollen_saprotroph
otu_793,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA,Nectriaceae,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph,Possible,NA
otu_794,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium,Coniothyrium_multiporum,Coniothyrium,13,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,Highly Probable,plant_pathogen
otu_795,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_capitata,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Probable,soil_saprotroph
otu_796,Ascomycota,Eurotiomycetes,Onygenales,Onygenales_fam_Incertae_sedis,Arthropsis,Arthropsis_hispanica,Arthropsis,13,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Probable,NA
otu_797,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,unidentified,Serendipita,13,Symbiotroph,Orchid Mycorrhizal,Highly Probable,root_endophyte
otu_798,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,unidentified,unidentified,Clavariaceae,9,Saprotroph-Symbiotroph,Lichenized-Undefined Saprotroph,Probable,NA
otu_799,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Probable,NA
otu_800,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Cheilymenia,Cheilymenia_stercorea,Cheilymenia,13,Saprotroph,Dung Saprotroph-Undefined Saprotroph,Highly Probable,litter_saprotroph
otu_801,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Pellidiscus,Pellidiscus_pallidus,Pellidiscus,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_802,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Crocicreas,Crocicreas_epicalamia,Crocicreas,13,Saprotroph,Undefined Saprotroph,Probable,NA
otu_803,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NA
otu_804,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,NA,Cenococcum,13,Symbiotroph,Ectomycorrhizal,Highly Probable,NA
